word,total_count,categories
xfvz,4,plain
xfz,4,plain
goblinx,4,plain
duxai,4,plain
leeter,4,plain
leetspeek,4,mismatch_plain|plain
leh,4,plain
duso,4,mismatch_plain|plain
dursty,4,plain
evarlast,4,plain
ipo,4,mismatch_plain|plain
touchegg,4,plain
iphone's,4,plain
ipkg,4,plain
iplist,4,plain
cky,4,plain
meto,4,plain
simpliest,4,plain
leftside,4,plain
legaly,4,plain
xforms,4,plain
b6,4,has_digit
mrsunshine,4,plain
pomoze,4,plain
thirso,4,plain
j3,4,has_digit
spanglesontoast,4,plain
spankin,4,plain
spanky,4,plain
spannish,4,mismatch_plain|plain
spamed,4,plain
foind,4,mismatch_plain|plain
nobdy,4,mismatch_plain|plain
552,4,has_digit|mismatch_has_digit
xg,4,mismatch_plain|plain
xgalaga,4,plain
simplebackup,4,mismatch_plain|plain
simplechat,4,plain
lemmee,4,plain
simion,4,mismatch_plain|plain
simion314,4,has_digit|mismatch_has_digit
simlar,4,plain
simbol,4,plain
beeks,4,mismatch_plain|plain
method2,4,has_digit|mismatch_has_digit
methode,4,plain
capabilites,4,plain
simms,4,plain
simo,4,plain
olf,4,plain
noapm,4,plain
noat,4,plain
currenlty,4,plain
thinkng,4,plain
pooper,4,plain
poni,4,mismatch_plain|plain
ponigru,4,plain
waimea,4,plain
wainting,4,mismatch_plain|plain
p5ld2,4,has_digit
damnt,4,plain
spartas,4,plain
sime,4,plain
duron23,4,has_digit|mismatch_has_digit
lement,4,mismatch_plain|plain
xgnokii,4,plain
5555,4,has_digit|mismatch_has_digit
xfterm,4,plain
xhci,4,plain
fourm,4,plain
r3linquish3r,4,has_digit|mismatch_has_digit
beenn,4,plain
beens,4,plain
claes,4,plain
plaease,4,plain
anodesni,4,plain
anom,4,mismatch_plain|plain
addingfs,4,mismatch_plain|plain
addins,4,mismatch_plain|plain
hjust,4,plain
anoncon,4,mismatch_plain|plain
lemonscc,4,mismatch_plain|plain
lendo,4,mismatch_plain|plain
greylisting,4,plain
poolkey,4,plain
chromiumos,4,plain
b3rz3rk3,4,has_digit|mismatch_has_digit
741,4,has_digit
developpement,4,mismatch_plain|plain
mintor,4,plain
spave,4,plain
spaztic,4,mismatch_plain|plain
spazzed,4,mismatch_plain|plain
pop3s,4,has_digit
pop79,4,has_digit|mismatch_has_digit
mrpink57,4,has_digit
multiverses,4,plain
multple,4,plain
additude,4,plain
compilcated,4,mismatch_plain|plain
paolo,4,mismatch_plain|plain
compilied,4,plain
spci,4,mismatch_plain|plain
sparkleshare,4,mismatch_plain|plain
speacker,4,plain
komba,4,plain
puseaudio,4,plain
pusing,4,plain
helou,4,plain
help1,4,has_digit|mismatch_has_digit
apperas,4,plain
appearnce,4,mismatch_plain|plain
ipatrol,4,plain
clamd,4,plain
go5200,4,has_digit|mismatch_has_digit
sillytalker,4,plain
sillyz,4,mismatch_plain|plain
kondor101,4,has_digit
sigurnafnjesu,4,plain
sigusr,4,mismatch_plain|plain
siht,4,plain
sijmen,4,plain
beforhand,4,mismatch_plain|plain
cant't,4,plain
r8187,4,has_digit
r9,4,has_digit|mismatch_has_digit
ra21vi,4,has_digit
r500,4,has_digit|mismatch_has_digit
fourx,4,plain
fourx4luvn,4,has_digit
fowarding,4,mismatch_plain|plain
annything,4,mismatch_plain|plain
toung,4,mismatch_plain|plain
jackn,4,plain
apperances,4,plain
pusleaudio,4,plain
cdrao,4,plain
opcodes,4,plain
oopsy,4,mismatch_plain|plain
jadi,4,mismatch_plain|plain
thinh,4,mismatch_plain|plain
thinhk,4,plain
noboby,4,plain
curiuos,4,mismatch_plain|plain
curley,4,plain
nocat,4,plain
noce,4,mismatch_plain|plain
leoneof,4,mismatch_plain|plain
lepgel,4,mismatch_plain|plain
beezy,4,mismatch_plain|plain
accure,4,plain
foemat,4,mismatch_plain|plain
kolkata,4,mismatch_plain|plain
specialbuddy,4,plain
kogi,4,plain
edtior,4,plain
speakes,4,plain
lese,4,mismatch_plain|plain
clamv,4,plain
danx,4,mismatch_plain|plain
eventaully,4,mismatch_plain|plain
ip5000,4,has_digit
ip6tables,4,has_digit
metaphaze,4,plain
metaquestion,4,plain
thinkgeek,4,plain
worte,4,mismatch_plain|plain
xhunter,4,plain
xhydra,4,mismatch_plain|plain
olddude,4,plain
nocp,4,plain
curiosx,4,plain
nocturnull,4,mismatch_plain|plain
lestat,4,mismatch_plain|plain
letf,4,mismatch_plain|plain
significa,4,plain
befs,4,mismatch_plain|plain
dunna,4,mismatch_plain|plain
dunnno,4,plain
jaco,4,mismatch_plain|plain
acedip,4,plain
waldir,4,mismatch_plain|plain
00o,4,has_digit
dumpstream,4,plain
tov,4,plain
hlstats,4,plain
rabbitt,4,plain
raad,4,plain
543,4,has_digit
xiii,4,mismatch_plain|plain
walkthru,4,plain
wallo,4,plain
wallo0,4,has_digit
figued,4,mismatch_plain|plain
figur,4,plain
figure002,4,has_digit
helooooo,4,plain
grndlvl,4,plain
foder,4,plain
grkblood13,4,has_digit
ko12upt,4,has_digit|mismatch_has_digit
kode,4,mismatch_plain|plain
specefic,4,plain
specifially,4,mismatch_plain|plain
specificially,4,mismatch_plain|plain
speciality,4,mismatch_plain|plain
speciall,4,plain
1ubuntu9,4,has_digit
munt,4,mismatch_plain|plain
muntrue,4,plain
trabajo,4,plain
ip1000,4,has_digit
xineui,4,mismatch_plain|plain
xing,4,plain
thingee,4,plain
jaffarkelshac,4,plain
eruin,4,plain
jahid,4,mismatch_plain|plain
mrmakeveli,4,plain
mrmintanet,4,mismatch_plain|plain
mipsel,4,mismatch_plain|plain
miranda82,4,has_digit
1221,4,has_digit
compfiz,4,mismatch_plain|plain
compiere,4,plain
dicen,4,plain
metabox,4,mismatch_plain|plain
siempre,4,plain
tparcina,4,plain
fock,4,mismatch_plain|plain
speeddemon8803,4,has_digit
speedfan,4,plain
knowledged,4,plain
trah,4,plain
trakinas,4,plain
ioquake3,4,has_digit
behavoir,4,mismatch_plain|plain
behavor,4,plain
rac,4,plain
ximal,4,plain
foxnews,4,mismatch_plain|plain
foy,4,plain
racho,4,plain
addppa,4,mismatch_plain|plain
vip3rousmango,4,has_digit|mismatch_has_digit
appl6,4,has_digit
par2repair,4,has_digit
corre,4,plain
shwag,4,plain
shutsdown,4,plain
behing,4,plain
behond,4,plain
si7018,4,has_digit|mismatch_has_digit
lga,4,plain
shyte,4,plain
behavious,4,mismatch_plain|plain
papna,4,mismatch_plain|plain
feliz,4,plain
azureues,4,plain
75c,4,has_digit|mismatch_has_digit
wormmd,4,plain
worrie,4,plain
nightwish,4,mismatch_plain|plain
cyanogenmod,4,plain
nihonjin,4,plain
oout,4,mismatch_plain|plain
751,4,has_digit|mismatch_has_digit
specto,4,mismatch_plain|plain
azureous,4,plain
speekers,4,plain
speeking,4,mismatch_plain|plain
5315,4,has_digit
ionut,4,plain
ader10,4,has_digit|mismatch_has_digit
adesklet,4,plain
adelejjeh,4,plain
vimpulse,4,plain
hmnn,4,plain
hmuller,4,plain
vimdiff,4,mismatch_plain|plain
olaaaaaaa,4,mismatch_plain|plain
xkbmap,4,plain
lib32stdc,4,has_digit|mismatch_has_digit
liba52,4,has_digit
libacl,4,plain
messgae,4,mismatch_plain|plain
dicking,4,plain
messsed,4,plain
cann0n,4,has_digit
xircom,4,plain
xit,4,plain
5300,4,has_digit|mismatch_has_digit
xiven,4,plain
knowlegde,4,plain
1496,4,has_digit|mismatch_has_digit
definebyte,4,plain
mrl,4,plain
thihnk,4,mismatch_plain|plain
azunai,4,mismatch_plain|plain
azureas,4,plain
azmoo,4,mismatch_plain|plain
olaaaaa,4,plain
pixil,4,mismatch_plain|plain
debfile,4,plain
claudio75,4,has_digit|mismatch_has_digit
pitvi,4,plain
evertyhing,4,mismatch_plain|plain
adelphia,4,plain
feity,4,mismatch_plain|plain
hms,4,plain
xjkx,4,plain
tranceriv,4,plain
transgaming's,4,plain
transkode,4,plain
translater,4,mismatch_plain|plain
transmageddon,4,plain
radiotray,4,plain
radmin,4,plain
shufla,4,plain
shuo,4,plain
correcly,4,mismatch_plain|plain
oké,4,latin_extended|mismatch_latin_extended
walpaper,4,mismatch_plain|plain
hellpp,4,mismatch_plain|plain
hellwolf,4,plain
hellwolf06,4,has_digit
0200,4,has_digit|mismatch_has_digit
workj,4,plain
fnfx,4,mismatch_plain|plain
knos,4,plain
azeureus,4,plain
azexian,4,plain
azi,4,mismatch_plain|plain
libarts,4,plain
beleave,4,mismatch_plain|plain
20100220,4,has_digit|mismatch_has_digit
beleza,4,plain
fp9,4,has_digit
gnukemist,4,plain
xkbvariant,4,plain
5222,4,has_digit
xkeybind,4,plain
opem,4,plain
spherous,4,plain
knoew,4,plain
errrrh,4,mismatch_plain|plain
paramter,4,plain
parantheses,4,mismatch_plain|plain
nebook,4,plain
pixart,4,plain
pixel32,4,has_digit
shouold,4,mismatch_plain|plain
shrimants,4,plain
shriphani,4,plain
libaudio2,4,has_digit
speific,4,mismatch_plain|plain
eee's,4,plain
workingset,4,plain
parce,4,plain
meshuggah,4,plain
mesmo,4,plain
meso,4,mismatch_plain|plain
messedup,4,plain
libcaca,4,mismatch_plain|plain
fpm,4,plain
transmssion,4,plain
transparant,4,mismatch_plain|plain
vigofusion,4,plain
sperate,4,mismatch_plain|plain
purcupt,4,plain
pure64,4,has_digit
mirkoka,4,plain
opendarwin,4,plain
nightfrog,4,mismatch_plain|plain
applecyder,4,plain
p47,4,has_digit
1180,4,has_digit
nessarey,4,plain
nessasary,4,mismatch_plain|plain
knome,4,plain
knode,4,plain
spiceworks,4,plain
azerues,4,plain
musashiden,4,mismatch_plain|plain
pista,4,mismatch_plain|plain
anim,4,mismatch_plain|plain
trasmission,4,plain
everybuddy,4,plain
compcomm,4,plain
paravirt,4,plain
erry,4,plain
erstazi,4,plain
punjabifloydian,4,mismatch_plain|plain
knick,4,plain
clasify,4,plain
debateable,4,plain
debatem,4,mismatch_plain|plain
anibody,4,plain
anice,4,plain
okiz,4,mismatch_plain|plain
xllvnc,4,plain
libcss2,4,has_digit
shouln't,4,plain
bello,4,plain
debcarlos,4,mismatch_plain|plain
applcation,4,mismatch_plain|plain
trayer,4,plain
inveratulo,4,plain
traped,4,mismatch_plain|plain
inubuntu,4,plain
hobojohn,4,mismatch_plain|plain
hodl,4,plain
hoh,4,plain
rafb,4,mismatch_plain|plain
candiate,4,plain
shouldt,4,mismatch_plain|plain
vilemaxim,4,plain
claudiu,4,plain
cdz,4,plain
accourding,4,plain
thgat,4,plain
thhis,4,plain
grps,4,mismatch_plain|plain
opencubicplayer,4,plain
knightstalker,4,plain
knix,4,plain
knkow,4,plain
ayudarte,4,plain
punsad,4,mismatch_plain|plain
deutschen,4,plain
thevishy,4,mismatch_plain|plain
5200fx,4,has_digit|mismatch_has_digit
xlg,4,plain
gnote,4,plain
gnow,4,mismatch_plain|plain
514,4,has_digit|mismatch_has_digit
duas,4,mismatch_plain|plain
cancelar,4,mismatch_plain|plain
accts,4,plain
accoring,4,mismatch_plain|plain
pulseuadio,4,plain
worj,4,plain
hoimx7d7,4,has_digit|mismatch_has_digit
angryelf,4,plain
trelayne,4,plain
trem,4,plain
ints,4,mismatch_plain|plain
musicmatch,4,mismatch_plain|plain
didden't,4,plain
shortname,4,plain
benchmarker,4,plain
xlsx,4,plain
772,4,has_digit|mismatch_has_digit
grpahics,4,plain
fiind,4,plain
fiine,4,mismatch_plain|plain
porgram,4,mismatch_plain|plain
pirillo,4,plain
trendmicro,4,plain
holaaaaaaaaaaaaa,4,plain
hoiw,4,plain
hoje,4,mismatch_plain|plain
vidz,4,plain
512bytes,4,has_digit|mismatch_has_digit
xmass,4,mismatch_plain|plain
shooo,4,mismatch_plain|plain
hoimx,4,mismatch_plain|plain
christel,4,plain
1090,4,has_digit
poppin,4,plain
benificial,4,plain
shoosh,4,plain
shootfast,4,plain
correect,4,mismatch_plain|plain
okkay,4,plain
okkkk,4,plain
xml2,4,has_digit|mismatch_has_digit
gnometris,4,mismatch_plain|plain
cle266,4,has_digit
piruw,4,plain
7700,4,has_digit|mismatch_has_digit
spip,4,mismatch_plain|plain
spiritssight,4,plain
spkr,4,mismatch_plain|plain
kn100,4,has_digit
kna,4,plain
spining,4,plain
splnet,4,plain
eeew,4,mismatch_plain|plain
kmow,4,plain
spl,4,mismatch_plain|plain
splah,4,plain
jakie,4,plain
intrnet,4,mismatch_plain|plain
angrybacon,4,plain
intrader,4,plain
trevel,4,plain
trew,4,plain
trh,4,mismatch_plain|plain
50ish,4,has_digit|mismatch_has_digit
benn92647,4,has_digit
liberaltugboat,4,plain
fragen,4,mismatch_plain|plain
gnomeradio,4,plain
shizz,4,plain
shiped,4,plain
shishire,4,plain
benkong,4,plain
fprint,4,mismatch_plain|plain
fprintf,4,plain
xmanager,4,plain
gnometerminal,4,plain
viel,4,mismatch_plain|plain
mrflava,4,plain
mrflava69,4,has_digit
applicatio,4,plain
theya,4,plain
wories,4,plain
kmilo,4,mismatch_plain|plain
kmixer,4,plain
ayilmaz,4,mismatch_plain|plain
ayo,4,plain
misaq,4,plain
merillat,4,mismatch_plain|plain
musictoto,4,plain
musique,4,plain
trhat,4,mismatch_plain|plain
videocalls,4,mismatch_plain|plain
ading,4,mismatch_plain|plain
tribe4,4,has_digit
merkin,4,plain
merlinw,4,plain
xmms1,4,has_digit|mismatch_has_digit
xmradio,4,plain
dtownhero,4,plain
dapimp,4,plain
neas,4,plain
neather,4,mismatch_plain|plain
adivse,4,mismatch_plain|plain
libflac6,4,has_digit
nodnod,4,plain
okayyy,4,mismatch_plain|plain
gnomefreek,4,mismatch_plain|plain
errot,4,mismatch_plain|plain
errpast,4,plain
jakiś,4,latin_extended
jakob,4,mismatch_plain|plain
jakosha,4,mismatch_plain|plain
chriss,4,plain
nessieliberation,4,plain
780,4,has_digit
mised,4,plain
misfeature,4,mismatch_plain|plain
misiek,4,mismatch_plain|plain
misisng,4,mismatch_plain|plain
axyjo,4,mismatch_plain|plain
wante,4,mismatch_plain|plain
hellllp,4,mismatch_plain|plain
helllooo,4,plain
tribeca99,4,has_digit|mismatch_has_digit
pipeep,4,plain
deathmatch,4,plain
505,4,has_digit|mismatch_has_digit
rainarrow,4,plain
rainer,4,plain
shinobi,4,mismatch_plain|plain
errorr,4,plain
jalal,4,plain
cedegas,4,plain
cedege,4,mismatch_plain|plain
word3,4,has_digit
wordlist,4,mismatch_plain|plain
libgconf,4,mismatch_plain|plain
libfuse,4,plain
shft,4,plain
gnomepanel,4,mismatch_plain|plain
509,4,has_digit
xodiac13,4,has_digit
interprocess,4,plain
grx,4,mismatch_plain|plain
wordwrap,4,plain
776064,4,has_digit|mismatch_has_digit
km400,4,has_digit
eepberries,4,mismatch_plain|plain
opengloverlay,4,mismatch_plain|plain
mustafa,4,plain
homebuilt,4,plain
adm8211,4,has_digit|mismatch_has_digit
videochip,4,mismatch_plain|plain
videodownloader,4,plain
admingroup,4,plain
0e14,4,has_digit|mismatch_has_digit
0e2b,4,has_digit|mismatch_has_digit
shellcode,4,mismatch_plain|plain
dtc,4,plain
therre,4,plain
thes,4,mismatch_plain|plain
appliction,4,plain
daltons,4,plain
oyou,4,mismatch_plain|plain
wap2,4,has_digit
hellevator,4,plain
porns,4,plain
spt,4,plain
noeljb,4,plain
noep,4,plain
cupswrapper,4,plain
nof,4,mismatch_plain|plain
fram,4,mismatch_plain|plain
berkley,4,plain
therminal,4,plain
net1,4,has_digit|mismatch_has_digit
dameon,4,mismatch_plain|plain
spped,4,plain
shellscripts,4,plain
shen,4,mismatch_plain|plain
pinouts,4,mismatch_plain|plain
pinoyskull,4,plain
trimeta,4,plain
trinikrono,4,mismatch_plain|plain
hominem,4,plain
homm3,4,has_digit
libgio,4,plain
dss,4,plain
sheeva,4,mismatch_plain|plain
corrrect,4,plain
nodz,4,plain
opendchub,4,plain
errore,4,plain
jamesthered,4,plain
wooops,4,plain
waranty,4,mismatch_plain|plain
wanto,4,plain
janeiro,4,plain
mpx,4,plain
trinitron,4,plain
trinjntje,4,plain
internet2,4,has_digit
evetually,4,mismatch_plain|plain
ralith,4,plain
shearn89,4,has_digit
shedule,4,mismatch_plain|plain
beryll,4,mismatch_plain|plain
shazam,4,plain
libglademm,4,mismatch_plain|plain
libglide3,4,has_digit
0f0,4,has_digit
trixbox,4,mismatch_plain|plain
eveyr,4,plain
eveyrone,4,plain
gnomebake,4,plain
shaullx,4,mismatch_plain|plain
cambio,4,mismatch_plain|plain
rame,4,plain
rami,4,plain
feebz,4,plain
feebz13,4,has_digit
holo,4,plain
klowner,4,plain
pugio,4,mismatch_plain|plain
puis,4,mismatch_plain|plain
mispaste,4,plain
shawnrisk,4,mismatch_plain|plain
triyed,4,plain
trke,4,mismatch_plain|plain
trn,4,plain
honours,4,mismatch_plain|plain
hoola,4,plain
adminstration,4,plain
neaai,4,plain
parentfolder,4,plain
dspam,4,plain
libglut,4,mismatch_plain|plain
gnomebaker's,4,plain
xorg7,4,has_digit|mismatch_has_digit
xorgbugfix,4,plain
gnoma,4,mismatch_plain|plain
0er,4,has_digit
chris92,4,has_digit|mismatch_has_digit
therea,4,plain
jamiejackson,4,mismatch_plain|plain
sqldeveloper,4,plain
spsa,4,plain
detault,4,mismatch_plain|plain
missleading,4,mismatch_plain|plain
misslecommander,4,mismatch_plain|plain
mut80r,4,has_digit
troling,4,mismatch_plain|plain
oint,4,mismatch_plain|plain
4ubuntu4,4,has_digit
calwig,4,plain
caly,4,plain
ramza,4,plain
menuitem,4,plain
squirrely,4,plain
thepyromaniac,4,plain
calmav,4,mismatch_plain|plain
sharms,4,plain
dslreports,4,mismatch_plain|plain
libhal,4,plain
ojk,4,plain
corruptterrorist,4,mismatch_plain|plain
corry,4,mismatch_plain|plain
paritioned,4,plain
compatibile,4,plain
mustnt,4,mismatch_plain|plain
muszek,4,mismatch_plain|plain
port22,4,has_digit
port7,4,has_digit
port80,4,has_digit
xoqa,4,plain
trollz,4,plain
interessting,4,mismatch_plain|plain
interfact,4,plain
interfear,4,mismatch_plain|plain
pimpin,4,plain
pin1,4,has_digit|mismatch_has_digit
framwork,4,mismatch_plain|plain
awt,4,plain
awus,4,plain
eevee,4,plain
squeee,4,mismatch_plain|plain
squidguard,4,plain
wondring,4,mismatch_plain|plain
woooh,4,plain
gshare,4,mismatch_plain|plain
accessrunner,4,plain
accesss,4,plain
accidentely,4,plain
kkz,4,mismatch_plain|plain
openmotif,4,mismatch_plain|plain
cybermad,4,plain
oisif,4,plain
oigan,4,plain
dsi,4,mismatch_plain|plain
beta3,4,has_digit|mismatch_has_digit
libicu28,4,has_digit
dsl2,4,has_digit
libimlib,4,plain
libimlib2,4,has_digit
xosview,4,mismatch_plain|plain
xoops,4,mismatch_plain|plain
shambl,4,plain
shambl3s,4,has_digit
trooperi,4,plain
troopperi,4,plain
interace,4,mismatch_plain|plain
parkerr,4,plain
viata,4,mismatch_plain|plain
honeyd,4,plain
shafto,4,plain
libjack,4,plain
gnoe,4,plain
corvix,4,plain
jamvm,4,plain
file4,4,has_digit
hellllo,4,plain
accomlish,4,mismatch_plain|plain
niec,4,plain
7950,4,has_digit
awll,4,plain
awnsered,4,plain
awnsers,4,mismatch_plain|plain
srate,4,plain
squidly,4,mismatch_plain|plain
cela,4,mismatch_plain|plain
desura,4,plain
srcds,4,mismatch_plain|plain
bettery,4,plain
gnme,4,plain
gmta,4,mismatch_plain|plain
frauenhofer,4,plain
gnarlybob,4,plain
xpert,4,plain
shadowline,4,plain
shade34321,4,has_digit
shadu,4,plain
libmesa,4,plain
evilresistance,4,plain
eviltim,4,mismatch_plain|plain
intellikey,4,plain
intenet,4,plain
troo,4,mismatch_plain|plain
piklesonfire,4,plain
mutted,4,plain
libmodplug,4,plain
randy1,4,has_digit
callin,4,plain
callsign,4,plain
nidswrapper,4,mismatch_plain|plain
japp,4,plain
portscanned,4,plain
portscanner,4,mismatch_plain|plain
portscans,4,plain
defoma,4,plain
defoult,4,mismatch_plain|plain
appp,4,mismatch_plain|plain
srcpkgcache,4,plain
wolud,4,plain
wolvix,4,plain
callate,4,plain
calld,4,mismatch_plain|plain
callender,4,plain
shadow147,4,has_digit|mismatch_has_digit
betwwen,4,mismatch_plain|plain
shadowblade,4,plain
kkkkkkkkkkk,4,mismatch_plain|plain
kkulhavy,4,mismatch_plain|plain
kjournald,4,mismatch_plain|plain
sriramoman,4,plain
kjs,4,plain
deags,4,plain
dealed,4,mismatch_plain|plain
muvo,4,mismatch_plain|plain
trt,4,plain
trty,4,mismatch_plain|plain
adobeairinstaller,4,plain
adminstrator,4,plain
vhdl,4,mismatch_plain|plain
0076,4,has_digit
008,4,has_digit
japaneese,4,plain
sha256,4,has_digit
shachaf,4,mismatch_plain|plain
00db,4,has_digit|mismatch_has_digit
gmrun,4,plain
xrand,4,plain
xranr,4,mismatch_plain|plain
beyong,4,mismatch_plain|plain
libmp4v2,4,has_digit
libmpeg2,4,has_digit
oiiii,4,mismatch_plain|plain
wont't,4,mismatch_plain|plain
wontfix,4,plain
gspot,4,mismatch_plain|plain
gssapi,4,mismatch_plain|plain
womp,4,mismatch_plain|plain
7c,4,has_digit|mismatch_has_digit
libnpjp,4,plain
liboil,4,plain
raq,4,plain
memoy,4,mismatch_plain|plain
memtested,4,mismatch_plain|plain
libnautilus,4,mismatch_plain|plain
sgo,4,mismatch_plain|plain
sgo11,4,has_digit|mismatch_has_digit
inteligent,4,mismatch_plain|plain
intellij,4,plain
trueimage,4,plain
evol,4,plain
intelfb,4,plain
ando,4,plain
trried,4,plain
trukulo,4,plain
celestica,4,mismatch_plain|plain
ptk,4,plain
fluvell,4,plain
gt's,4,plain
gt220,4,has_digit|mismatch_has_digit
7f,4,has_digit|mismatch_has_digit
gstm,4,plain
evolutionr,4,mismatch_plain|plain
integrety,4,plain
evm,4,plain
evn,4,mismatch_plain|plain
compaqs,4,mismatch_plain|plain
parlate,4,plain
parlo,4,plain
parititions,4,mismatch_plain|plain
hoonteke,4,plain
inteface,4,plain
truemobile,4,plain
11abg,4,has_digit|mismatch_has_digit
gmodule,4,plain
gmorning,4,mismatch_plain|plain
caldav,4,mismatch_plain|plain
ras,4,mismatch_plain|plain
caled,4,mismatch_plain|plain
calibri,4,mismatch_plain|plain
bf1942,4,has_digit
truma,4,plain
evolution2,4,has_digit
kkkkkk,4,mismatch_plain|plain
celestar,4,mismatch_plain|plain
ptu,4,mismatch_plain|plain
ptyr,4,plain
erors,4,mismatch_plain|plain
netbuntu,4,plain
netcardconfig,4,plain
comuters,4,plain
wolfwalker,4,plain
wolrd,4,mismatch_plain|plain
kiten,4,plain
gmessage,4,mismatch_plain|plain
xrog,4,plain
4a,4,has_digit|mismatch_has_digit
1124,4,has_digit
sg1,4,has_digit
sgershon,4,plain
sftpd,4,plain
hoor,4,mismatch_plain|plain
piero,4,plain
openjdk6,4,has_digit|mismatch_has_digit
ratatim,4,mismatch_plain|plain
mvc,4,mismatch_plain|plain
pidstat,4,mismatch_plain|plain
andalucia,4,mismatch_plain|plain
vfolders,4,mismatch_plain|plain
vfw,4,plain
febe,4,plain
ratbox,4,plain
diffecult,4,plain
diffeent,4,mismatch_plain|plain
xscreens,4,plain
xscreensavers,4,mismatch_plain|plain
janicko,4,plain
errer,4,plain
jaopinto,4,plain
libpcre3,4,has_digit
oident,4,mismatch_plain|plain
companys,4,mismatch_plain|plain
trush,4,plain
tryiing,4,plain
xserverrc,4,mismatch_plain|plain
severeal,4,mismatch_plain|plain
sfce,4,plain
ptlo,4,plain
misterio,4,mismatch_plain|plain
celtx,4,mismatch_plain|plain
pte,4,plain
ssay,4,mismatch_plain|plain
openorffce,4,mismatch_plain|plain
cybershot,4,plain
nictrasavios,4,plain
accespoint,4,plain
accessiblity,4,mismatch_plain|plain
approriate,4,mismatch_plain|plain
openjdk7,4,has_digit
gsx,4,plain
srue,4,mismatch_plain|plain
pteague,4,plain
psycl,4,plain
kitar,4,mismatch_plain|plain
kitchensync,4,plain
4965agn,4,has_digit
gma500,4,has_digit|mismatch_has_digit
xsessionrc,4,plain
xsever,4,mismatch_plain|plain
libpng10,4,has_digit|mismatch_has_digit
drver,4,plain
xsend,4,plain
xsensor,4,plain
48mb,4,has_digit
anbody,4,mismatch_plain|plain
tryit,4,plain
tryn,4,mismatch_plain|plain
tryong,4,plain
